"diff","message_arrived","message_sent"
"0.15270590782165527","1557911475.1181102","1557911474.9654043"
"0.2520573139190674","1557911476.2224252","1557911475.970368"
"0.1067056655883789","1557911477.081904","1557911476.9751983"
"0.09253358840942383","1557911478.0717692","1557911477.9792356"
"0.10647988319396973","1557911479.0904474","1557911478.9839675"
"0.05147814750671387","1557911480.0400186","1557911479.9885404"
"0.1024932861328125","1557911481.0956674","1557911480.993174"
"0.10171079635620117","1557911482.10061","1557911481.9988992"
"0.10698151588439941","1557911483.1104953","1557911483.0035138"
"0.048633575439453125","1557911484.0564876","1557911484.007854"
"0.3255598545074463","1557911485.3377914","1557911485.0122316"
"0.060347795486450195","1557911486.0780272","1557911486.0176795"
"0.10663819313049316","1557911487.129195","1557911487.0225568"
"0.12464165687561035","1557911488.15251","1557911488.0278683"
"0.0993196964263916","1557911489.1328905","1557911489.0335708"
"0.09769582748413086","1557911490.1374388","1557911490.039743"
"0.12309050559997559","1557911491.1685781","1557911491.0454876"
"0.049867868423461914","1557911492.1000755","1557911492.0502076"
"0.10716700553894043","1557911493.1630216","1557911493.0558546"
"0.10870528221130371","1557911494.16857","1557911494.0598648"
"0.10774827003479004","1557911495.1726928","1557911495.0649445"
"0.04748249053955078","1557911496.117384","1557911496.0699015"
"0.09050798416137695","1557911497.1660478","1557911497.0755398"
"0.11369538307189941","1557911498.1951652","1557911498.0814698"
"0.1197061538696289","1557911499.2088892","1557911499.089183"
"0.10261178016662598","1557911500.1974661","1557911500.0948544"
"0.10966706275939941","1557911501.2091222","1557911501.099455"
"0.0999300479888916","1557911502.2041187","1557911502.1041887"
"0.09958291053771973","1557911503.208258","1557911503.108675"
"0.10433506965637207","1557911504.2178335","1557911504.1134984"
"0.09794330596923828","1557911505.2162888","1557911505.1183455"
"0.13506793975830078","1557911506.2590244","1557911506.1239564"
"0.10300588607788086","1557911507.232067","1557911507.1290612"
"0.10799312591552734","1557911508.2413092","1557911508.133316"
"0.049143314361572266","1557911509.1891375","1557911509.1399941"
"0.09798502922058105","1557911510.2429655","1557911510.1449804"
"0.11208248138427734","1557911511.2633228","1557911511.1512403"
"0.10964608192443848","1557911512.2657573","1557911512.1561112"
"0.04920077323913574","1557911513.2104876","1557911513.1612868"
"0.09938669204711914","1557911514.2683914","1557911514.1690047"
"0.10399222373962402","1557911515.2779658","1557911515.1739736"
"0.10842561721801758","1557911516.2887821","1557911516.1803565"
"0.08935332298278809","1557911517.2768915","1557911517.1875381"
"0.10283660888671875","1557911518.2957065","1557911518.19287"
"0.051407814025878906","1557911519.2497284","1557911519.1983206"
"0.09781360626220703","1557911520.3030279","1557911520.2052143"
"0.10735726356506348","1557911521.3177693","1557911521.210412"
"0.13316965103149414","1557911522.3487515","1557911522.215582"
"0.11301231384277344","1557911523.3343172","1557911523.221305"
"0.33228254318237305","1557911524.5586183","1557911524.2263358"
"0.7075595855712891","1557911525.940308","1557911525.2327485"
"0.20607209205627441","1557911526.4441514","1557911526.2380793"
"0.1047976016998291","1557911527.3474514","1557911527.2426538"
"0.06011080741882324","1557911528.3080633","1557911528.2479525"
"0.10628390312194824","1557911529.3597898","1557911529.253506"
"0.10024237632751465","1557911530.3609846","1557911530.2607422"
"0.09686470031738281","1557911531.3640156","1557911531.2671509"
"0.05339217185974121","1557911532.3256977","1557911532.2723055"
"0.37280964851379395","1557911533.6508996","1557911533.27809"
"0.11189746856689453","1557911534.3941529","1557911534.2822554"
"0.17931056022644043","1557911535.4672234","1557911535.2879128"
"0.24184250831604004","1557911536.5348353","1557911536.2929928"
"0.10214042663574219","1557911537.4017372","1557911537.2995968"
"0.15175247192382812","1557911538.4572062","1557911538.3054538"
"0.10594415664672852","1557911539.4168212","1557911539.310877"
"0.2823610305786133","1557911540.6002975","1557911540.3179364"
"0.1358470916748047","1557911541.4602022","1557911541.3243551"
"0.15062618255615234","1557911542.4796011","1557911542.328975"
"0.05268454551696777","1557911543.3869772","1557911543.3342927"
"0.08979034423828125","1557911544.4290688","1557911544.3392785"
"0.07043981552124023","1557911545.4143085","1557911545.3438687"
"0.10485053062438965","1557911546.4558485","1557911546.350998"
"0.26578712463378906","1557911547.6231012","1557911547.357314"
"0.050267934799194336","1557911548.4125836","1557911548.3623157"
"0.08908605575561523","1557911549.4564998","1557911549.3674138"
"0.12314152717590332","1557911550.4963484","1557911550.3732069"
"0.049637794494628906","1557911551.4274497","1557911551.377812"
"0.14360666275024414","1557911552.5279212","1557911552.3843145"
"0.04890131950378418","1557911553.4393635","1557911553.3904622"
"0.12079644203186035","1557911554.5147636","1557911554.3939672"
"0.10015463829040527","1557911555.4978807","1557911555.397726"
"0.053018808364868164","1557911556.454802","1557911556.4017832"
"0.1971111297607422","1557911557.604606","1557911557.4074948"
"0.060724496841430664","1557911558.4735029","1557911558.4127784"
"0.12576794624328613","1557911559.5434408","1557911559.4176729"
"0.05792665481567383","1557911560.4798822","1557911560.4219556"
"0.11358046531677246","1557911561.538559","1557911561.4249785"
"0.11005067825317383","1557911562.538299","1557911562.4282484"
"0.10785269737243652","1557911563.541573","1557911563.4337204"
"0.10226225852966309","1557911564.5431614","1557911564.4408991"
"0.06286883354187012","1557911565.510152","1557911565.4472833"
"0.12163686752319336","1557911566.573399","1557911566.4517622"
"0.11286211013793945","1557911567.570154","1557911567.4572918"
"0.06352519989013672","1557911568.5291944","1557911568.4656692"
"0.13613271713256836","1557911569.6091397","1557911569.473007"
"0.11753988265991211","1557911570.5947785","1557911570.4772387"
"0.41903090476989746","1557911571.9004683","1557911571.4814374"
"0.14438581466674805","1557911572.6305501","1557911572.4861643"
"0.0740962028503418","1557911573.5646756","1557911573.4905794"
"0.09853386878967285","1557911574.5929692","1557911574.4944353"
"0.059149742126464844","1557911575.557158","1557911575.4980083"
"0.10269451141357422","1557911576.609545","1557911576.5068505"
"0.06090188026428223","1557911577.5737755","1557911577.5128736"
"0.3189868927001953","1557911578.8359752","1557911578.5169883"
"1.6858859062194824","1557911581.2078326","1557911579.5219467"
"0.7047131061553955","1557911581.232062","1557911580.527349"
"0.11931180953979492","1557911581.6509748","1557911581.531663"
"0.13105154037475586","1557911582.6688747","1557911582.5378232"
"0.11721396446228027","1557911583.6605258","1557911583.5433118"
"0.05922579765319824","1557911584.6077135","1557911584.5484877"
"0.09920144081115723","1557911585.6536195","1557911585.554418"
"0.22632122039794922","1557911586.7864523","1557911586.560131"
"0.1887364387512207","1557911587.7546008","1557911587.5658643"
"0.4169464111328125","1557911588.9892576","1557911588.5723112"
"0.052488088607788086","1557911589.63067","1557911589.578182"
"0.09560155868530273","1557911590.67909","1557911590.5834885"
"0.05114459991455078","1557911591.6397786","1557911591.588634"
"0.0942845344543457","1557911592.688566","1557911592.5942814"
"0.10256171226501465","1557911593.7015643","1557911593.5990026"
"0.11296463012695312","1557911594.7174406","1557911594.604476"
"0.18610310554504395","1557911595.7964354","1557911595.6103323"
"0.21087217330932617","1557911596.826581","1557911596.6157088"
"0.06573987007141113","1557911597.6871152","1557911597.6213753"
"0.058190107345581055","1557911598.6850133","1557911598.6268232"
"0.09810066223144531","1557911599.730926","1557911599.6328254"
"0.11483931541442871","1557911600.7528434","1557911600.638004"
"0.05511355400085449","1557911601.697604","1557911601.6424904"
"0.15296196937561035","1557911602.8009198","1557911602.6479578"
"0.11238718032836914","1557911603.7667925","1557911603.6544054"
"0.10596323013305664","1557911604.7653973","1557911604.659434"
"0.05294466018676758","1557911605.716425","1557911605.6634803"
"0.10518383979797363","1557911606.7729318","1557911606.667748"
"0.09496951103210449","1557911607.7659578","1557911607.6709883"
"0.1008453369140625","1557911608.7759771","1557911608.6751318"
"0.06073737144470215","1557911609.740526","1557911609.6797886"
"0.16435003280639648","1557911610.8494883","1557911610.6851382"
"0.11201190948486328","1557911611.8018608","1557911611.689849"
"0.05514097213745117","1557911612.7500427","1557911612.6949017"
"0.1260204315185547","1557911613.8269124","1557911613.700892"
"0.04773688316345215","1557911614.7530746","1557911614.7053378"
"0.3714420795440674","1557911616.0826647","1557911615.7112226"
"0.11548948287963867","1557911616.831652","1557911616.7161624"
"0.05245661735534668","1557911617.773099","1557911617.7206423"
"0.15267467498779297","1557911618.8777153","1557911618.7250407"
"0.09210085868835449","1557911619.8221447","1557911619.730044"
"0.07741999626159668","1557911620.813031","1557911620.735611"
"0.11506390571594238","1557911621.8562403","1557911621.7411764"
"0.05871438980102539","1557911622.8032544","1557911622.74454"
"0.16454792022705078","1557911623.91363","1557911623.749082"
"0.11071133613586426","1557911624.8646631","1557911624.7539518"
"0.10445785522460938","1557911625.862721","1557911625.758263"
"0.10849189758300781","1557911626.8713956","1557911626.7629037"
"0.1069951057434082","1557911627.8736231","1557911627.766628"
"0.0971527099609375","1557911628.8681514","1557911628.7709987"
"0.10982060432434082","1557911629.8849473","1557911629.7751267"
"0.10516548156738281","1557911630.8859742","1557911630.7808087"
"0.05725407600402832","1557911631.8448236","1557911631.7875695"
"0.22296786308288574","1557911633.0164323","1557911632.7934644"
"0.10975861549377441","1557911633.908568","1557911633.7988093"
"0.08078837394714355","1557911634.885086","1557911634.8042977"
"0.3838996887207031","1557911636.193629","1557911635.8097293"
"0.17113137245178223","1557911636.985927","1557911636.8147957"
"0.06549239158630371","1557911637.885553","1557911637.8200605"
"0.13510680198669434","1557911638.9609487","1557911638.825842"
"0.10143160820007324","1557911639.932337","1557911639.8309054"
"0.13010478019714355","1557911640.9657962","1557911640.8356915"
"0.05584526062011719","1557911641.8973858","1557911641.8415406"
"0.12104129791259766","1557911642.9678347","1557911642.8467934"
"0.1088724136352539","1557911643.9601882","1557911643.8513157"
"0.7757663726806641","1557911645.6336749","1557911644.8579085"
"0.07653927803039551","1557911645.940526","1557911645.8639867"
"0.15169906616210938","1557911647.0207226","1557911646.8690236"
"0.05744123458862305","1557911647.9322863","1557911647.874845"
"0.4081847667694092","1557911649.2891703","1557911648.8809855"
"0.23274469375610352","1557911650.1202755","1557911649.8875308"
"0.27808713912963867","1557911651.1700833","1557911650.8919961"
"0.11221027374267578","1557911652.0095818","1557911651.8973715"
"0.05522465705871582","1557911652.957194","1557911652.9019694"
"0.20493769645690918","1557911654.112053","1557911653.9071152"
"0.0657339096069336","1557911654.978336","1557911654.9126022"
"0.16295981407165527","1557911656.0813785","1557911655.9184186"
"0.10501861572265625","1557911657.029012","1557911656.9239933"
"0.12124991416931152","1557911658.050486","1557911657.9292362"
"0.05678391456604004","1557911658.9911516","1557911658.9343677"
"0.09255814552307129","1557911660.0323637","1557911659.9398055"
"0.11634540557861328","1557911661.0601678","1557911660.9438224"
"0.057109832763671875","1557911662.0064478","1557911661.949338"
"0.32517075538635254","1557911663.2794406","1557911662.95427"
"0.05617690086364746","1557911664.0157645","1557911663.9595876"
"0.09300756454467773","1557911665.0563166","1557911664.963309"
"0.08654260635375977","1557911666.0544534","1557911665.9679108"
"0.1037755012512207","1557911667.076597","1557911666.9728215"
"0.05456209182739258","1557911668.0312855","1557911667.9767234"
"0.09859299659729004","1557911669.0798683","1557911668.9812753"
"0.10853314399719238","1557911670.0954247","1557911669.9868915"
"0.11394882202148438","1557911671.1053984","1557911670.9914496"
"0.06257843971252441","1557911672.0585134","1557911671.995935"
"0.10544681549072266","1557911673.1062658","1557911673.000819"
"0.09284186363220215","1557911674.0997179","1557911674.006876"
"0.09933209419250488","1557911675.1118295","1557911675.0124974"
"0.27816271781921387","1557911676.2967772","1557911676.0186145"
"0.09813308715820312","1557911677.1212263","1557911677.0230932"
"0.09905076026916504","1557911678.1279047","1557911678.028854"
"0.11143159866333008","1557911679.1450565","1557911679.033625"
"0.06091785430908203","1557911680.0995853","1557911680.0386674"
"0.10059428215026855","1557911681.1443386","1557911681.0437443"
"0.15572476387023926","1557911682.2039988","1557911682.048274"
"0.06537485122680664","1557911683.1183345","1557911683.0529597"
"0.169264554977417","1557911684.227739","1557911684.0584745"
"0.06145167350769043","1557911685.1239598","1557911685.062508"
"0.09174942970275879","1557911686.159976","1557911686.0682266"
"0.06642508506774902","1557911687.1406198","1557911687.0741947"
"0.11449456214904785","1557911688.1924272","1557911688.0779326"
"0.05332779884338379","1557911689.1352766","1557911689.0819488"
"0.11204242706298828","1557911690.1987336","1557911690.0866911"
"0.05247926712036133","1557911691.1450865","1557911691.0926073"
"0.09848546981811523","1557911692.1968563","1557911692.0983708"
"0.10242295265197754","1557911693.2056105","1557911693.1031876"
"0.05570840835571289","1557911694.1635156","1557911694.1078072"
"0.15685081481933594","1557911695.2690728","1557911695.112222"
"0.27445316314697266","1557911696.3917572","1557911696.117304"
"0.12440848350524902","1557911697.2453308","1557911697.1209223"
"0.9205701351165771","1557911699.0443056","1557911698.1237354"
"0.06845545768737793","1557911699.1961753","1557911699.1277199"
"0.1633906364440918","1557911700.2976105","1557911700.13422"
"0.11300039291381836","1557911701.2531054","1557911701.140105"
"0.0707855224609375","1557911702.215064","1557911702.1442785"
"0.417217493057251","1557911703.5673482","1557911703.1501307"
"0.14130473136901855","1557911704.2962055","1557911704.1549008"
"0.051432132720947266","1557911705.212613","1557911705.161181"
"0.09181928634643555","1557911706.2589571","1557911706.1671379"
"0.11022758483886719","1557911707.280516","1557911707.1702883"
"0.11909079551696777","1557911708.2947578","1557911708.175667"
"0.06862235069274902","1557911709.2496467","1557911709.1810243"
"0.32610487937927246","1557911710.51151","1557911710.185405"
"0.23102259635925293","1557911711.4213588","1557911711.1903362"
"0.29045557975769043","1557911712.4849513","1557911712.1944957"
"0.37126731872558594","1557911713.5711708","1557911713.1999035"
"0.11247515678405762","1557911714.316298","1557911714.2038229"
"0.15358567237854004","1557911715.3625042","1557911715.2089186"
"0.21167373657226562","1557911716.425138","1557911716.2134643"
"0.3450331687927246","1557911717.5642583","1557911717.2192252"
"0.05668330192565918","1557911718.2797098","1557911718.2230265"
"0.11342668533325195","1557911719.3417308","1557911719.2283041"
"0.10293078422546387","1557911720.3358128","1557911720.232882"
"0.08561158180236816","1557911721.32287","1557911721.2372584"
"0.09377121925354004","1557911722.3352556","1557911722.2414844"
"0.09150886535644531","1557911723.3386502","1557911723.2471414"
"0.10526466369628906","1557911724.3559089","1557911724.2506442"
"0.11663436889648438","1557911725.3733292","1557911725.2566948"
"0.05528998374938965","1557911726.317686","1557911726.262396"
