"processing_end_time","processing_start_time","message_arrived","diff","message_sent"
"1557687275.794162","1557687275.446327","1557687275.83008","0.43182802200317383","1557687275.398252"
"1557687276.880849","1557687276.461762","1557687276.907085","0.494143009185791","1557687276.412942"
"1557687277.843374","1557687277.468696","1557687277.871263","0.4443089962005615","1557687277.426954"
"1557687278.833109","1557687278.483392","1557687278.860304","0.4190070629119873","1557687278.441297"
"1557687279.911965","1557687279.496454","1557687279.937478","0.4825880527496338","1557687279.45489"
"1557687280.898025","1557687280.514857","1557687280.926914","0.45883703231811523","1557687280.468077"
"1557687281.872872","1557687281.522305","1557687281.898646","0.41521120071411133","1557687281.483435"
"1557687282.941016","1557687282.546553","1557687282.969138","0.4705808162689209","1557687282.498557"
"1557687283.906667","1557687283.556711","1557687283.932255","0.41881799697875977","1557687283.513437"
"1557687284.91604","1557687284.565689","1557687284.995388","0.46965909004211426","1557687284.525729"
"1557687285.99488","1557687285.590697","1557687286.020125","0.4798848628997803","1557687285.54024"
"1557687286.949873","1557687286.60007","1557687286.978125","0.42371106147766113","1557687286.554414"
"1557687287.962134","1557687287.613291","1557687287.988242","0.4199519157409668","1557687287.56829"
"1557687289.018648","1557687288.620958","1557687289.046086","0.46216797828674316","1557687288.583918"
"1557687289.984428","1557687289.636199","1557687290.011436","0.4139680862426758","1557687289.597468"
"1557687291.098957","1557687290.651207","1557687291.126699","0.5153858661651611","1557687290.611313"
"1557687292.060265","1557687291.694505","1557687292.121522","0.4962809085845947","1557687291.625241"
"1557687293.384591","1557687292.988041","1557687293.522659","0.8820230960845947","1557687292.640636"
"1557687294.219958","1557687293.869028","1557687294.248653","0.5930969715118408","1557687293.655556"
"1557687295.252386","1557687294.907702","1557687295.277462","0.6081900596618652","1557687294.669272"
"1557687296.082225","1557687295.728158","1557687296.107834","0.42443013191223145","1557687295.683404"
"1557687297.149374","1557687296.75461","1557687297.177682","0.48276782035827637","1557687296.694914"
"1557687298.103771","1557687297.752831","1557687298.128942","0.42139291763305664","1557687297.707549"
"1557687299.110582","1557687298.758446","1557687299.137251","0.4153478145599365","1557687298.721903"
"1557687300.174912","1557687299.771261","1557687300.199609","0.4631490707397461","1557687299.73646"
"1557687301.18193","1557687300.799814","1557687301.208669","0.45694804191589355","1557687300.751721"
"1557687302.188057","1557687301.816244","1557687302.215529","0.44803786277770996","1557687301.767491"
"1557687303.222705","1557687302.831056","1557687303.248522","0.4641690254211426","1557687302.784353"
"1557687304.194908","1557687303.843579","1557687304.219348","0.4217689037322998","1557687303.797579"
"1557687305.200383","1557687304.849761","1557687305.270909","0.4571201801300049","1557687304.813789"
"1557687306.274877","1557687305.882138","1557687306.30149","0.4751160144805908","1557687305.826374"
"1557687307.230347","1557687306.878182","1557687307.25798","0.4180881977081299","1557687306.839892"
"1557687308.27486","1557687307.898814","1557687308.301202","0.4478721618652344","1557687307.85333"
"1557687309.303912","1557687308.907505","1557687309.329108","0.4623699188232422","1557687308.866738"
"1557687310.273208","1557687309.925326","1557687310.300011","0.41719698905944824","1557687309.882814"
"1557687311.33584","1557687310.939867","1557687311.360978","0.46392083168029785","1557687310.897057"
"1557687312.356643","1557687311.957499","1557687312.38312","0.4734370708465576","1557687311.909683"
"1557687313.527261","1557687313.153234","1557687313.554358","0.6324219703674316","1557687312.921936"
"1557687314.335486","1557687313.990995","1557687314.36257","0.42713093757629395","1557687313.935439"
"1557687315.401708","1557687315.00102","1557687315.426717","0.478222131729126","1557687314.948495"
"1557687316.348167","1557687316.002203","1557687316.373814","0.4150550365447998","1557687315.958759"
"1557687317.418403","1557687317.021459","1557687317.443803","0.4734630584716797","1557687316.97034"
"1557687318.419582","1557687318.026034","1557687318.445676","0.4609529972076416","1557687317.984723"
"1557687319.382968","1557687319.03752","1557687319.40655","0.40956902503967285","1557687318.996981"
"1557687320.394432","1557687320.051626","1557687320.41959","0.4079630374908447","1557687320.011627"
"1557687321.46022","1557687321.066559","1557687321.487163","0.46079015731811523","1557687321.026373"
"1557687322.44324","1557687322.090533","1557687322.472316","0.4323890209197998","1557687322.039927"
"1557687323.479886","1557687323.095202","1557687323.605021","0.5501580238342285","1557687323.054863"
"1557687324.514968","1557687324.110697","1557687324.541647","0.47537899017333984","1557687324.066268"
"1557687325.462804","1557687325.113541","1557687325.48813","0.4115622043609619","1557687325.076568"
"1557687326.469854","1557687326.12271","1557687326.498361","0.4126460552215576","1557687326.085715"
"1557687327.572789","1557687327.153556","1557687327.60734","0.5113351345062256","1557687327.096005"
"1557687328.504764","1557687328.158127","1557687328.530067","0.4178199768066406","1557687328.112247"
"1557687329.512448","1557687329.168966","1557687329.538702","0.41090893745422363","1557687329.127793"
"1557687330.572164","1557687330.177707","1557687330.596792","0.453934907913208","1557687330.142857"
"1557687331.549186","1557687331.201186","1557687331.574986","0.4197349548339844","1557687331.155251"
"1557687332.64899","1557687332.22729","1557687332.676094","0.5081980228424072","1557687332.167896"
"1557687333.5922","1557687333.245921","1557687333.614949","0.4320259094238281","1557687333.182923"
"1557687334.597928","1557687334.251549","1557687334.622951","0.42598509788513184","1557687334.196966"
"1557687335.641125","1557687335.247032","1557687335.783822","0.5720059871673584","1557687335.211816"
"1557687336.62016","1557687336.271072","1557687336.647679","0.4223752021789551","1557687336.225304"
"1557687337.623035","1557687337.278335","1557687337.649851","0.41120219230651855","1557687337.238649"
"1557687338.7085","1557687338.29253","1557687338.733049","0.4800448417663574","1557687338.253004"
"1557687339.693364","1557687339.304479","1557687339.720761","0.4542820453643799","1557687339.266479"
"1557687340.712293","1557687340.334795","1557687340.739033","0.4571700096130371","1557687340.281863"
"1557687341.764966","1557687341.343846","1557687341.787415","0.49121809005737305","1557687341.296197"
"1557687342.769285","1557687342.406076","1557687342.79789","0.48860788345336914","1557687342.309282"
"1557687343.73931","1557687343.370408","1557687343.765473","0.44173479080200195","1557687343.323738"
"1557687344.732213","1557687344.38206","1557687344.758849","0.42079591751098633","1557687344.338053"
"1557687345.774678","1557687345.399618","1557687345.800715","0.44667601585388184","1557687345.354039"
"1557687346.80326","1557687346.407845","1557687346.829434","0.46162986755371094","1557687346.367804"
"1557687347.77236","1557687347.421139","1557687347.79829","0.41603708267211914","1557687347.382253"
"1557687348.849563","1557687348.439208","1557687348.877424","0.48195910453796387","1557687348.395465"
"1557687349.7938","1557687349.447275","1557687349.820377","0.4111192226409912","1557687349.409258"
"1557687350.825734","1557687350.47628","1557687350.851786","0.4279308319091797","1557687350.423855"
"1557687351.909792","1557687351.488286","1557687351.934821","0.4959738254547119","1557687351.438847"
"1557687352.928407","1557687352.578516","1557687353.053838","0.5991430282592773","1557687352.454695"
"1557687354.17937","1557687353.739415","1557687354.241924","0.7711400985717773","1557687353.470784"
"1557687355.130958","1557687354.77895","1557687355.271263","0.7859668731689453","1557687354.485296"
"1557687356.146153","1557687355.800281","1557687356.172379","0.672572135925293","1557687355.499807"
"1557687356.935627","1557687356.56031","1557687356.962684","0.44910502433776855","1557687356.513579"
"1557687357.980596","1557687357.566567","1557687358.00782","0.4809248447418213","1557687357.526895"
"1557687358.940645","1557687358.589115","1557687358.968106","0.4255859851837158","1557687358.54252"
"1557687359.951736","1557687359.59531","1557687359.979418","0.4230921268463135","1557687359.556326"
"1557687361.014225","1557687360.613722","1557687361.041305","0.4713001251220703","1557687360.570005"
"1557687361.97928","1557687361.630534","1557687362.00651","0.42110109329223633","1557687361.585409"
"1557687363.024824","1557687362.655904","1557687363.049501","0.449537992477417","1557687362.599963"
"1557687364.059953","1557687363.660757","1557687364.089053","0.47359180450439453","1557687363.615461"
"1557687365.033725","1557687364.667204","1557687365.059692","0.4303598403930664","1557687364.629332"
"1557687366.082887","1557687365.686507","1557687366.198549","0.5541760921478271","1557687365.644373"
"1557687367.09021","1557687366.695423","1557687367.117024","0.4581758975982666","1557687366.658848"
"1557687368.067351","1557687367.72254","1557687368.092276","0.4193282127380371","1557687367.672948"
"1557687369.150489","1557687368.729131","1557687369.179064","0.49155211448669434","1557687368.687512"
"1557687370.090291","1557687369.741224","1557687370.115154","0.4125211238861084","1557687369.702633"
"1557687371.099603","1557687370.755367","1557687371.124054","0.4081759452819824","1557687370.715878"
"1557687372.1663","1557687371.766846","1557687372.191647","0.462054967880249","1557687371.729592"
"1557687373.325287","1557687372.898902","1557687373.367249","0.6230149269104004","1557687372.744234"
"1557687374.160495","1557687373.811922","1557687374.187185","0.4329090118408203","1557687373.754276"
"1557687375.180148","1557687374.812013","1557687375.212254","0.4429619312286377","1557687374.769292"
"1557687376.230331","1557687375.837726","1557687376.25658","0.4726982116699219","1557687375.783882"
"1557687377.221896","1557687376.853778","1557687377.368543","0.5709128379821777","1557687376.79763"
"1557687378.219539","1557687377.849955","1557687378.260527","0.44875383377075195","1557687377.811773"
"1557687379.280401","1557687378.874147","1557687379.306949","0.4798259735107422","1557687378.827123"
"1557687380.226978","1557687379.878629","1557687380.254394","0.4129910469055176","1557687379.841403"
"1557687381.237173","1557687380.892775","1557687381.264542","0.4097120761871338","1557687380.85483"
"1557687382.309823","1557687381.915634","1557687382.335793","0.4651970863342285","1557687381.870596"
"1557687383.268273","1557687382.924115","1557687383.297012","0.41199612617492676","1557687382.885016"
"1557687384.39334","1557687383.936896","1557687384.416895","0.5174999237060547","1557687383.899395"
"1557687385.352429","1557687384.959359","1557687385.378813","0.4660451412200928","1557687384.912768"
"1557687386.315167","1557687385.97212","1557687386.340412","0.4121439456939697","1557687385.928268"
"1557687387.427055","1557687386.979188","1557687387.526913","0.586047887802124","1557687386.940865"
"1557687388.37357","1557687387.998483","1557687388.410888","0.45708703994750977","1557687387.953801"
"1557687389.369758","1557687389.018098","1557687389.396201","0.4274609088897705","1557687388.96874"
"1557687390.427815","1557687390.022854","1557687390.454504","0.4693489074707031","1557687389.985155"
"1557687391.380671","1557687391.034669","1557687391.406338","0.40880489349365234","1557687390.997533"
"1557687392.410138","1557687392.056106","1557687392.435075","0.4250810146331787","1557687392.009994"
"1557687393.477856","1557687393.060865","1557687393.521805","0.49944400787353516","1557687393.022361"
"1557687394.45562","1557687394.078976","1557687394.480541","0.44652390480041504","1557687394.034017"
"1557687395.440802","1557687395.091112","1557687395.466106","0.41625094413757324","1557687395.049855"
"1557687396.522524","1557687396.106058","1557687396.546059","0.4827878475189209","1557687396.063271"
"1557687397.463076","1557687397.116264","1557687397.488415","0.41153788566589355","1557687397.076877"
"1557687398.588964","1557687398.149653","1557687398.662802","0.5718429088592529","1557687398.090959"
"1557687399.530686","1557687399.164922","1557687399.584657","0.4779689311981201","1557687399.106688"
"1557687400.510514","1557687400.163902","1557687400.5413","0.4208190441131592","1557687400.120481"
"1557687401.57051","1557687401.180328","1557687401.596659","0.46064090728759766","1557687401.136018"
"1557687402.559759","1557687402.197134","1557687402.584565","0.43514084815979004","1557687402.149424"
"1557687403.57486","1557687403.205536","1557687403.601014","0.4393308162689209","1557687403.161683"
"1557687404.619848","1557687404.227519","1557687404.644344","0.47011303901672363","1557687404.174231"
"1557687405.597498","1557687405.231934","1557687405.620561","0.43207597732543945","1557687405.188485"
"1557687406.6441","1557687406.245653","1557687406.672074","0.4693291187286377","1557687406.202745"
"1557687407.656487","1557687407.263897","1557687407.682577","0.466904878616333","1557687407.215672"
"1557687408.634512","1557687408.268763","1557687408.655793","0.42481184005737305","1557687408.230981"
"1557687409.679196","1557687409.290551","1557687409.709116","0.4662909507751465","1557687409.242825"
"1557687410.693723","1557687410.302533","1557687410.718961","0.46601200103759766","1557687410.252949"
"1557687411.669648","1557687411.30434","1557687411.766975","0.5002529621124268","1557687411.266722"
"1557687412.682423","1557687412.318779","1557687412.708561","0.42812585830688477","1557687412.280435"
"1557687413.741198","1557687413.329348","1557687413.769503","0.478107213973999","1557687413.291396"
"1557687414.763824","1557687414.361929","1557687414.787939","0.4835059642791748","1557687414.304433"
"1557687415.744058","1557687415.360176","1557687415.837933","0.5196161270141602","1557687415.318317"
"1557687416.781718","1557687416.389441","1557687416.8957","0.5633509159088135","1557687416.332349"
"1557687417.810066","1557687417.443874","1557687417.94016","0.594196081161499","1557687417.345964"
"1557687418.774309","1557687418.409037","1557687418.803756","0.44467806816101074","1557687418.359078"
"1557687419.817493","1557687419.425387","1557687419.842813","0.47025108337402344","1557687419.372562"
"1557687420.794603","1557687420.431456","1557687420.820423","0.43467187881469727","1557687420.385751"
"1557687421.791107","1557687421.445165","1557687421.822895","0.4230210781097412","1557687421.399874"
"1557687422.854284","1557687422.460309","1557687422.881454","0.4676549434661865","1557687422.413799"
"1557687423.839838","1557687423.470224","1557687423.866499","0.4382948875427246","1557687423.428204"
"1557687424.831409","1557687424.487042","1557687424.864584","0.42283105850219727","1557687424.441753"
"1557687425.904431","1557687425.509811","1557687425.932229","0.4759230613708496","1557687425.456306"
"1557687426.885212","1557687426.517162","1557687426.91169","0.4394490718841553","1557687426.472241"
"1557687427.888296","1557687427.525176","1557687427.912585","0.4262979030609131","1557687427.486287"
"1557687428.9657","1557687428.566857","1557687429.068638","0.5696439743041992","1557687428.498994"
"1557687429.930726","1557687429.557142","1557687429.955753","0.442471981048584","1557687429.513281"
"1557687430.933057","1557687430.568639","1557687430.963231","0.4340791702270508","1557687430.529152"
"1557687431.993728","1557687431.590019","1557687432.02021","0.47443103790283203","1557687431.545779"
"1557687433.00682","1557687432.635608","1557687433.032963","0.47420215606689453","1557687432.558761"
"1557687433.976046","1557687433.615204","1557687434.00513","0.43416309356689453","1557687433.570967"
"1557687435.02754","1557687434.627739","1557687435.054809","0.4697151184082031","1557687434.585094"
"1557687436.015779","1557687435.64629","1557687436.041013","0.4393808841705322","1557687435.601632"
"1557687437.017006","1557687436.666431","1557687437.042561","0.42628908157348633","1557687436.616272"
"1557687438.081692","1557687437.680477","1557687438.110346","0.48078298568725586","1557687437.629563"
"1557687439.068339","1557687438.696183","1557687439.094927","0.45122599601745605","1557687438.643701"
"1557687440.140206","1557687439.710209","1557687440.166061","0.5072188377380371","1557687439.658842"
"1557687441.082517","1557687440.715069","1557687441.108417","0.43526697158813477","1557687440.67315"
"1557687442.101206","1557687441.735235","1557687442.126388","0.43953609466552734","1557687441.686852"
"1557687443.139635","1557687442.749368","1557687443.166135","0.4644789695739746","1557687442.701656"
"1557687444.122184","1557687443.769057","1557687444.148533","0.432171106338501","1557687443.716362"
"1557687445.16766","1557687444.793739","1557687445.270483","0.5408520698547363","1557687444.729631"
"1557687446.161265","1557687445.809301","1557687446.275294","0.5337779521942139","1557687445.741516"
"1557687447.148335","1557687446.797875","1557687447.175316","0.42198610305786133","1557687446.75333"
"1557687448.165876","1557687447.814136","1557687448.191341","0.4249999523162842","1557687447.766341"
"1557687449.221654","1557687448.823836","1557687449.24729","0.4671919345855713","1557687448.780098"
"1557687450.192563","1557687449.846133","1557687450.221328","0.42807602882385254","1557687449.793252"
"1557687451.204483","1557687450.854528","1557687451.230617","0.422260046005249","1557687450.808357"
"1557687452.272288","1557687451.861832","1557687452.298422","0.47756505012512207","1557687451.820857"
"1557687453.23413","1557687452.884396","1557687453.261117","0.4260540008544922","1557687452.835063"
"1557687454.237932","1557687453.888229","1557687454.263481","0.4164848327636719","1557687453.846996"
"1557687455.316126","1557687454.916916","1557687455.340962","0.4814798831939697","1557687454.859482"
"1557687456.271753","1557687455.919682","1557687456.297703","0.42234110832214355","1557687455.875362"
"1557687457.333584","1557687456.934508","1557687457.358707","0.47141194343566895","1557687456.887295"
"1557687458.340124","1557687457.945334","1557687458.364732","0.4650890827178955","1557687457.899643"
"1557687459.303608","1557687458.957291","1557687459.331006","0.41788411140441895","1557687458.913122"
"1557687460.374678","1557687459.97195","1557687460.404022","0.47719287872314453","1557687459.926829"
"1557687461.354519","1557687460.983779","1557687461.382666","0.44402003288269043","1557687460.938646"
"1557687462.340109","1557687461.993646","1557687462.365977","0.41570615768432617","1557687461.950271"
"1557687463.404842","1557687463.004462","1557687463.432308","0.4691050052642822","1557687462.963203"
"1557687464.380268","1557687464.023903","1557687464.405354","0.4290311336517334","1557687463.976323"
"1557687465.391575","1557687465.041725","1557687465.420419","0.42961597442626953","1557687464.990803"
"1557687466.441529","1557687466.051125","1557687466.46707","0.46282100677490234","1557687466.004249"
"1557687467.410926","1557687467.065833","1557687467.439181","0.419018030166626","1557687467.020163"
"1557687468.437517","1557687468.074375","1557687468.469142","0.4335339069366455","1557687468.035608"
"1557687469.489044","1557687469.091017","1557687469.516591","0.46632814407348633","1557687469.050263"
"1557687470.459567","1557687470.110603","1557687470.485838","0.4204399585723877","1557687470.065398"
"1557687471.493951","1557687471.119887","1557687471.521677","0.4424169063568115","1557687471.07926"
"1557687472.529866","1557687472.131771","1557687472.556163","0.4623711109161377","1557687472.093792"
"1557687473.501849","1557687473.152785","1557687473.52758","0.41952013969421387","1557687473.10806"
"1557687474.567457","1557687474.170268","1557687474.593199","0.47019100189208984","1557687474.123008"
"1557687475.575364","1557687475.180157","1557687475.717625","0.5811769962310791","1557687475.136448"
"1557687476.654281","1557687476.308142","1557687476.798225","0.648967981338501","1557687476.149257"
"1557687477.744819","1557687477.351017","1557687477.851663","0.6872100830078125","1557687477.164453"
"1557687478.570883","1557687478.223812","1557687478.715491","0.5374109745025635","1557687478.17808"
"1557687479.577759","1557687479.231728","1557687479.604943","0.41255712509155273","1557687479.192386"
"1557687480.655443","1557687480.266097","1557687480.680465","0.47467494010925293","1557687480.20579"
"1557687481.60939","1557687481.264405","1557687481.636476","0.41780996322631836","1557687481.218666"
"1557687482.614244","1557687482.268887","1557687482.639782","0.40912795066833496","1557687482.230654"
"1557687483.684645","1557687483.286907","1557687483.709939","0.4685080051422119","1557687483.241431"
"1557687484.647521","1557687484.301369","1557687484.674647","0.418673038482666","1557687484.255974"
"1557687485.665227","1557687485.319847","1557687485.691504","0.4229719638824463","1557687485.268532"
"1557687486.714463","1557687486.319764","1557687486.740367","0.4594850540161133","1557687486.280882"
"1557687487.681578","1557687487.338138","1557687487.707989","0.41178202629089355","1557687487.296207"
"1557687488.739393","1557687488.347243","1557687488.767997","0.4587280750274658","1557687488.309269"
"1557687489.76667","1557687489.372315","1557687489.793088","0.46884799003601074","1557687489.32424"
"1557687490.748367","1557687490.38147","1557687490.7748","0.435168981552124","1557687490.339631"
"1557687491.803296","1557687491.398389","1557687491.828541","0.4730370044708252","1557687491.355504"
"1557687492.808914","1557687492.409292","1557687492.878614","0.509692907333374","1557687492.368921"
"1557687493.772646","1557687493.424885","1557687493.798022","0.4151160717010498","1557687493.382906"
"1557687494.840678","1557687494.434769","1557687494.866603","0.4700009822845459","1557687494.396602"
"1557687495.855032","1557687495.459458","1557687495.881036","0.4710850715637207","1557687495.409951"
"1557687496.811331","1557687496.462053","1557687496.837361","0.41361498832702637","1557687496.423746"
"1557687497.831997","1557687497.485279","1557687497.861295","0.4241678714752197","1557687497.437127"
"1557687498.900953","1557687498.50371","1557687498.927647","0.4747331142425537","1557687498.452914"
"1557687499.859549","1557687499.515704","1557687499.931598","0.4658799171447754","1557687499.465718"
"1557687500.889763","1557687500.542443","1557687500.962499","0.48399996757507324","1557687500.478499"
"1557687501.942426","1557687501.530492","1557687502.081448","0.5898020267486572","1557687501.491646"
"1557687502.893459","1557687502.548914","1557687502.919725","0.4144759178161621","1557687502.505249"
"1557687503.946825","1557687503.555128","1557687503.973019","0.45455098152160645","1557687503.518468"
"1557687504.973901","1557687504.579263","1557687504.999602","0.46607112884521484","1557687504.533531"
"1557687505.950187","1557687505.600563","1557687505.976167","0.4291348457336426","1557687505.547032"
"1557687507.025637","1557687506.608053","1557687507.050874","0.49172401428222656","1557687506.55915"
"1557687508.002652","1557687507.618311","1557687508.029841","0.4574759006500244","1557687507.572365"
"1557687508.977701","1557687508.633303","1557687509.00326","0.4162578582763672","1557687508.587002"
"1557687510.042265","1557687509.648789","1557687510.067395","0.4669358730316162","1557687509.600459"
"1557687511.043073","1557687510.672428","1557687511.069651","0.4537818431854248","1557687510.615869"
"1557687512.016993","1557687511.672237","1557687512.04323","0.41160106658935547","1557687511.631629"
"1557687513.096269","1557687512.691037","1557687513.147391","0.5021300315856934","1557687512.645261"
"1557687514.063484","1557687513.713302","1557687514.088192","0.42975497245788574","1557687513.658437"
"1557687515.07637","1557687514.708181","1557687515.108217","0.4374220371246338","1557687514.670795"
"1557687516.135237","1557687515.738484","1557687516.159648","0.47335004806518555","1557687515.686298"
"1557687517.09021","1557687516.744478","1557687517.115479","0.4182469844818115","1557687516.697232"
"1557687518.108917","1557687517.754708","1557687518.167233","0.45764803886413574","1557687517.709585"
"1557687519.158452","1557687518.765783","1557687519.185152","0.4617140293121338","1557687518.723438"
"1557687520.129631","1557687519.775992","1557687520.154644","0.42055392265319824","1557687519.73409"
"1557687521.151379","1557687520.806666","1557687521.176015","0.4281628131866455","1557687520.747852"
"1557687522.200098","1557687521.806578","1557687522.226058","0.4643831253051758","1557687521.761675"
"1557687523.170989","1557687522.821902","1557687523.197181","0.4227879047393799","1557687522.774393"
"1557687524.219327","1557687523.824727","1557687524.247582","0.46060991287231445","1557687523.786972"
"1557687525.256682","1557687524.859814","1557687525.282169","0.485943078994751","1557687524.796226"
"1557687526.220367","1557687525.874128","1557687526.246744","0.43697690963745117","1557687525.809767"
"1557687527.247723","1557687526.863964","1557687527.279504","0.456279993057251","1557687526.823224"
"1557687528.231343","1557687527.880664","1557687528.259247","0.42462611198425293","1557687527.834621"
"1557687529.241525","1557687528.895109","1557687529.267962","0.4198639392852783","1557687528.848098"
